 368	0.392
 369	0.447
 370	0.429
 371	0.464
 372	0.464
 373	0.449
 374	0.427
 375	0.434
 376	0.424
 377	0.456
 378	0.392
 379	0.441
 380	0.437
 381	0.473
 382	0.441
 383	0.448
 384	0.465
 385	0.428
 386	0.413
 387	0.447
 388	0.389
 389	0.448
 390	0.465
 391	0.461
 392	0.465
 393	0.463
 394	0.466
 395	0.441
 396	0.445
 397	0.453
 398	0.455
 399	0.431
 400	0.451
 401	0.451
 402	0.463
 403	0.426
 404	0.415
 405	0.449
 406	0.442
 407	0.437
 408	0.434
 409	0.457
 410	0.467
 411	0.458
 412	0.418
 413	0.447
 414	0.458
 415	0.462
 416	0.427
 417	0.415
 418	0.412
 419	0.443
 420	0.455
 421	0.452
 422	0.469
 423	0.426
 424	0.452
 425	0.444
 426	0.493
 427	0.433
 428	0.429
 429	0.311
 430	0.454
 431	0.452
 432	0.450
 433	0.463
 434	0.444
 435	0.464
 436	0.412
 437	0.467
 438	0.439
 439	0.370
 440	0.456
 441	0.462
 442	0.507
 443	0.381
 444	0.429
 445	0.462
 446	0.459
 447	0.410
 448	0.464
 449	0.474
 450	0.426
 451	0.374
 452	0.387
 453	0.410
 454	0.379
 455	0.370
 456	0.433
 457	0.407
 458	0.455
 459	0.447
 460	0.356
 461	0.402
 462	0.401
 463	0.414
 464	0.390
 465	0.434
 466	0.461
 467	0.463
 468	0.461
 469	0.441
 470	0.397
 471	0.331
 472	0.430
 473	0.439
 474	0.353
 475	0.398
 476	0.379
 477	0.432
 478	0.455
 479	0.451
 480	0.422
 481	0.419
 482	0.430
 483	0.543
 484	0.400
 485	0.455
 486	0.384
 487	0.366
 488	0.370
 489	0.403
 490	0.416
 491	0.419
 492	0.313
 493	0.383
 494	0.444
 495	0.425
 496	0.481
 497	0.436
 498	0.398
 499	0.393
 500	0.371
 501	0.436
 502	0.437
 503	0.326
 504	0.420
 505	0.450
 506	0.438
 507	0.413
 508	0.422
 509	0.447
 510	0.394
 511	0.434
 512	0.438
 513	0.441
 514	0.415
 515	0.441
 516	0.461
 517	0.397
 518	0.436
 519	0.395
 520	0.370
 521	0.465
 522	0.440
 523	0.445
 524	0.412
 525	0.422
 526	0.460
 527	0.423
 528	0.420
 529	0.459
 530	0.459
 531	0.456
 532	0.473
 533	0.456
 534	0.432
 535	0.466
 536	0.453
 537	0.464
 538	0.438
 539	0.375
 540	0.390
 541	0.422
 542	0.377
 543	0.415
 544	0.344
 545	0.442
 546	0.444
 547	0.457
 548	0.456
 549	0.363
 550	0.446
 551	0.459
 552	0.440
 553	0.406
 554	0.429
 555	0.427
 556	0.476
 557	0.428
 558	0.415
 559	0.446
 560	0.468
 561	0.455
 562	0.408
 563	0.424
 564	0.374
 565	0.458
 566	0.456
 567	0.436
 568	0.459
 569	0.462
 570	0.325
 571	0.427
 572	0.466
 573	0.465
 574	0.429
 575	0.447
 576	0.471
 577	0.418
 578	0.431
 579	0.445
 580	0.422
 581	0.377
 582	0.428
 583	0.419
 584	0.411
 585	0.448
 586	0.463
 587	0.462
 588	0.433
 589	0.458
 590	0.463
 591	0.448
 592	0.399
 593	0.457
 594	0.457
 595	0.436
 596	0.424
 597	0.427
 598	0.372
 599	0.398
 600	0.436
 601	0.450
 602	0.422
 603	0.467
 604	0.436
 605	0.423
 606	0.420
 607	0.383
 608	0.435
 609	0.441
 610	0.462
 611	0.448
 612	0.414
 613	0.416
 614	0.449
 615	0.465
 616	0.465
 617	0.443
 618	0.469
 619	0.434
 620	0.450
 621	0.419
 622	0.403
 623	0.396
 624	0.443
 625	0.377
 626	0.366
 627	0.379
 628	0.348
 629	0.377
 630	0.376
 631	0.380
 632	0.389
 633	0.460
 634	0.473
 635	0.429
 636	0.407
 637	0.416
 638	0.428
 639	0.447
 640	0.400
 641	0.466
 642	0.420
 643	0.435
 644	0.405
 645	0.467
 646	0.454
 647	0.455
 648	0.440
 649	0.451
 650	0.466
 651	0.472
 652	0.425
 653	0.421
 654	0.440
 655	0.361
 656	0.413
 657	0.465
 658	0.459
 659	0.373
 660	0.377
 661	0.376
 662	0.465
 663	0.440
 664	0.410
 665	0.441
 666	0.422
 667	0.402
 668	0.430
 669	0.399
 670	0.433
 671	0.450
 672	0.447
 673	0.415
 674	0.400
 675	0.441
 676	0.438
 677	0.395
 678	0.398
 679	0.383
 680	0.405
 681	0.460
 682	0.364
 683	0.459
 684	0.453
 685	0.371
 686	0.361
 687	0.374
 688	0.386
 689	0.362
 690	0.367
 691	0.385
 692	0.398
 693	0.465
 694	0.384
 695	0.440
 696	0.422
 697	0.426
 698	0.375
 699	0.418
 700	0.453
 701	0.467
 702	0.448
 703	0.439
 704	0.461
 705	0.392
 706	0.452
 707	0.451
 708	0.414
 709	0.397
 710	0.465
 711	0.451
 712	0.436
 713	0.440
 714	0.395
 715	0.472
 716	0.318
 717	0.449
 718	0.439
 719	0.433
 720	0.371
 721	0.462
 722	0.389
 723	0.443
 724	0.449
 725	0.433
 726	0.434
 727	0.448
 728	0.449
 729	0.417
 730	0.430
 731	0.396
 732	0.409
 733	0.450
 734	0.436
 735	0.470
 736	0.484
 737	0.360
 738	0.460
 739	0.460
 740	0.458
 741	0.462
 742	0.434
 743	0.403
 744	0.464
 745	0.435
 746	0.467
 747	0.466
 748	0.467
 749	0.418
 750	0.451
 751	0.386
 752	0.419
 753	0.437
 754	0.430
 755	0.463
 756	0.448
 757	0.388
 758	0.392
 759	0.414
 760	0.386
 761	0.384
 762	0.368
 763	0.366
 764	0.385
 765	0.379
 766	0.616
 767	0.395
 768	0.456
 769	0.451
 770	0.404
 771	0.445
 772	0.438
 773	0.468
 774	0.452
 775	0.453
 776	0.452
 777	0.448
 778	0.457
 779	0.455
 780	0.439
 781	0.438
 782	0.461
 783	0.413
 784	0.419
 785	0.459
 786	0.406
 787	0.427
 788	0.395
 789	0.435
 790	0.470
 791	0.466
 792	0.451
 793	0.454
 794	0.412
 795	0.451
 796	0.524
 797	0.406
 798	0.438
 799	0.406
 800	0.431
 801	0.404
 802	0.438
 803	0.465
 804	0.440
 805	0.460
 806	0.463
 807	0.460
 808	0.443
 809	0.443
 810	0.441
 811	0.392
 812	0.415
 813	0.413
 814	0.415
 815	0.462
 816	0.438
 817	0.383
 818	0.451
 819	0.444
 820	0.591
 821	0.417
 822	0.417
 823	0.450
 824	0.434
 825	0.386
 826	0.417
 827	0.455
 828	0.394
 829	0.462
 830	0.435
 831	0.430
 832	0.465
 833	0.461
 834	0.452
 835	0.417
 836	0.383
 837	0.455
 838	0.469
 839	0.454
 840	0.439
 841	0.451
 842	0.463
 843	0.457
 844	0.416
 845	0.447
 846	0.441
 847	0.418
 848	0.446
 849	0.440
 850	0.456
 851	0.446
 852	0.469
 853	0.460
 854	0.454
 855	0.457
 856	0.408
 857	0.473
 858	0.444
 859	0.465
 860	0.439
 861	0.431
 862	0.440
 863	0.424
 864	0.420
 865	0.418
 866	0.398
 867	0.463
 868	0.435
 869	0.438
 870	0.449
 871	0.441
 872	0.452
 873	0.455
 874	0.406
 875	0.467
 876	0.674
 877	0.434
 878	0.438
 879	0.465
 880	0.470
 881	0.413
 882	0.413
 883	0.464
 884	0.468
 885	0.400
 886	0.405
 887	0.443
 888	0.428
 889	0.468
 890	0.456
 891	0.456
 892	0.431
 893	0.463
 894	0.430
 895	0.359
 896	0.329
 897	0.470
 898	0.423
 899	0.435
 900	0.412
 901	0.467
 902	0.481
 903	0.376
 904	0.371
 905	0.461
 906	0.332
 907	0.435
 908	0.414
 909	0.462
 910	0.390
 911	0.386
 912	0.375
 913	0.473
 914	0.448
 915	0.448
 916	0.444
 917	0.439
 918	0.465
 919	0.448
 920	0.423
 921	0.452
 922	0.424
 923	0.466
 924	0.454
 925	0.414
 926	0.441
 927	0.461
 928	0.361
 929	0.358
 930	0.367
 931	0.369
 932	0.352
 933	0.564
 934	0.464
 935	0.452
 936	0.451
 937	0.431
 938	0.463
 939	0.392
 940	0.469
 941	0.397
 942	0.454
 943	0.431
 944	0.405
 945	0.426
 946	0.416
 947	0.448
 948	0.454
 949	0.388
 950	0.460
 951	0.400
 952	0.439
 953	0.445
 954	0.444
 955	0.466
 956	0.401
 957	0.445
 958	0.412
 959	0.446
 960	0.445
 961	0.441
 962	0.376
 963	0.404
 964	0.462
 965	0.463
 966	0.400
 967	0.411
 968	0.443
 969	0.512
 970	0.437
 971	0.443
 972	0.449
 973	0.425
 974	0.431
 975	0.417
 976	0.446
 977	0.453
 978	0.471
 979	0.448
 980	0.490
 981	0.492
 982	0.419
 983	0.498
 984	0.439
 985	0.487
 986	0.499
 987	0.475
 988	0.467
 989	0.501
 990	0.490
 991	0.487
 992	0.501
 993	0.416
 994	0.437
 995	0.459
 996	0.460
 997	0.424
 998	0.461
 999	0.464
1000	0.471
