   1	0.394 
   2	0.429 
   3	0.465 
   4	0.394 
   5	0.466 
   6	0.436 
   7	0.453 
   8	0.409 
   9	0.447 
  10	0.459 
  11	0.448 
  12	0.446 
  13	0.465 
  14	0.418 
  15	0.388 
  16	0.395 
  17	0.455 
  18	0.477 
  19	0.385 
  20	0.452 
  21	0.435 
  22	0.429 
  23	0.453 
  24	0.443 
  25	0.408 
  26	0.435 
  27	0.460 
  28	0.419 
  29	0.406 
  30	0.401 
  31	0.432 
  32	0.449 
  33	0.422 
  34	0.409 
  35	0.450 
  36	0.441 
  37	0.410 
  38	0.440 
  39	0.432 
  40	0.437 
  41	0.433 
  42	0.408 
  43	0.464 
  44	0.443 
  45	0.446 
  46	0.440 
  47	0.430 
  48	0.438 
  49	0.414 
  50	0.450 
  51	0.437 
  52	0.389 
  53	0.426 
  54	0.433 
  55	0.449 
  56	0.453 
  57	0.439 
  58	0.417 
  59	0.405 
  60	0.430 
  61	0.393 
  62	0.404 
  63	0.386 
  64	0.463 
  65	0.460 
  66	0.449 
  67	0.467 
  68	0.444 
  69	0.459 
  70	0.464 
  71	0.461 
  72	0.436 
  73	0.456 
  74	0.451 
  75	0.422 
  76	0.429 
  77	0.469 
  78	0.451 
  79	0.402 
  80	0.455 
  81	0.434 
  82	0.429 
  83	0.425 
  84	0.437 
  85	0.433 
  86	0.465 
  87	0.462 
  88	0.456 
  89	0.448 
  90	0.457 
  91	0.401 
  92	0.419 
  93	0.448 
  94	0.466 
  95	0.424 
  96	0.425 
  97	0.427 
  98	0.439 
  99	0.405 
 100	0.437
 101	0.429
 102	0.428
 103	0.462
 104	0.454
 105	0.434
 106	0.446
 107	0.459
 108	0.466
 109	0.439
 110	0.444
 111	0.409
 112	0.433
 113	0.427
 114	0.413
 115	0.449
 116	0.421
 117	0.461
 118	0.430
 119	0.506
 120	0.466
 121	0.467
 122	0.432
 123	0.452
 124	0.456
 125	0.395
 126	0.456
 127	0.446
 128	0.412
 129	0.459
 130	0.428
 131	0.434
 132	0.445
 133	0.450
 134	0.466
 135	0.467
 136	0.416
 137	0.371
 138	0.469
 139	0.357
 140	0.364
 141	0.374
 142	0.453
 143	0.358
 144	0.425
 145	0.420
 146	0.451
 147	0.445
 148	0.438
 149	0.455
 150	0.428
 151	0.464
 152	0.395
 153	0.417
 154	0.449
 155	0.407
 156	0.403
 157	0.394
 158	0.442
 159	0.382
 160	0.419
 161	0.443
 162	0.446
 163	0.458
 164	0.454
 165	0.445
 166	0.442
 167	0.446
 168	0.441
 169	0.371
 170	0.411
 171	0.449
 172	0.435
 173	0.425
 174	0.427
 175	0.423
 176	0.462
 177	0.431
 178	0.383
 179	0.406
 180	0.457
 181	0.450
 182	0.463
 183	0.447
 184	0.409
 185	0.462
 186	0.418
 187	0.414
 188	0.417
 189	0.398
 190	0.436
 191	0.448
 192	0.401
 193	0.440
 194	0.418
 195	0.437
 196	0.456
 197	0.444
 198	0.321
 199	0.462
 200	0.492
 201	0.418
 202	0.456
 203	0.414
 204	0.357
 205	0.452
 206	0.465
 207	0.416
 208	0.428
 209	0.455
 210	0.453
 211	0.417
 212	0.455
 213	0.461
 214	0.441
 215	0.464
 216	0.429
 217	0.416
 218	0.389
 219	0.419
 220	0.386
 221	0.398
 222	0.377
 223	0.426
 224	0.397
 225	0.389
 226	0.395
 227	0.375
 228	0.455
 229	0.469
 230	0.463
 231	0.466
 232	0.462
 233	0.538
 234	0.409
 235	0.435
 236	0.469
 237	0.386
 238	0.415
 239	0.473
 240	0.434
 241	0.444
 242	0.443
 243	0.384
 244	0.457
 245	0.437
 246	0.439
 247	0.451
 248	0.450
 249	0.426
 250	0.425
 251	0.416
 252	0.442
 253	0.427
 254	0.391
 255	0.406
 256	0.396
 257	0.419
 258	0.425
 259	0.407
 260	0.401
 261	0.450
 262	0.393
 263	0.335
 264	0.470
 265	0.448
 266	0.449
 267	0.393
 268	0.385
 269	0.449
 270	0.429
 271	0.325
 272	0.411
 273	0.443
 274	0.427
 275	0.422
 276	0.463
 277	0.462
 278	0.433
 279	0.393
 280	0.449
 281	0.437
 282	0.459
 283	0.455
 284	0.447
 285	0.427
 286	0.397
 287	0.398
 288	0.420
 289	0.425
 290	0.457
 291	0.442
 292	0.432
 293	0.465
 294	0.417
 295	0.415
 296	0.305
 297	0.384
 298	0.483
 299	0.395
 300	0.420
 301	0.397
 302	0.441
 303	0.622
 304	0.400
 305	0.451
 306	0.442
 307	0.456
 308	0.421
 309	0.419
 310	0.412
 311	0.439
 312	0.458
 313	0.462
 314	0.418
 315	0.438
 316	0.403
 317	0.449
 318	0.447
 319	0.437
 320	0.460
 321	0.455
 322	0.420
 323	0.432
 324	0.413
 325	0.418
 326	0.392
 327	0.397
 328	0.465
 329	0.467
 330	0.473
 331	0.457
 332	0.407
 333	0.458
 334	0.457
 335	0.429
 336	0.421
 337	0.433
 338	0.436
 339	0.420
 340	0.461
 341	0.442
 342	0.461
 343	0.465
 344	0.441
 345	0.425
 346	0.456
 347	0.455
 348	0.373
 349	0.411
 350	0.390
 351	0.414
 352	0.443
 353	0.420
 354	0.437
 355	0.439
 356	0.440
 357	0.465
 358	0.427
 359	0.414
 360	0.441
 361	0.450
 362	0.425
 363	0.449
 364	0.462
 365	0.411
 366	0.442
 367	0.442
